MID,IOS_score,IOS_group,word_vec_avg_self,word_vec_avg_target,_merge,euclidean_distance,manhattan_distance,cosine_similarity
304.0,7.0,HighIOS,"[ 0.09179941 -0.03353612  0.0902226  -0.01547308 -0.00982752  0.04833888
 -0.07597654  0.09396731 -0.02187806 -0.07429796  0.11103299 -0.12462715
 -0.04921405  0.02759206  0.04498462  0.10110611 -0.00019473 -0.13630642
 -0.04404899  0.0965156   0.08974848  0.10801468 -0.02663437  0.03797493
  0.03604892 -0.04700784  0.03325437 -0.0778094   0.02789127  0.05541526
  0.10645885 -0.01473152  0.01838998  0.04568598 -0.00027969  0.09436638
  0.06257121  0.07723235  0.09948692 -0.1020675  -0.0158918   0.09956568
  0.03362291  0.04378483  0.07442576 -0.05698906  0.09744998  0.07537746
  0.04495404  0.03698847]","[ 0.14265041  0.00399294  0.10933364  0.02139983  0.0334899   0.05171675
 -0.01763994  0.08704608 -0.07359571 -0.13248387  0.10172342 -0.06479441
 -0.00568329  0.05583351 -0.05110537  0.10176947 -0.02682295 -0.07081962
 -0.10288948  0.04465336  0.07486266  0.09723099 -0.06133875  0.01760785
  0.04534381  0.01507664  0.06541076 -0.02142123  0.06124577  0.10063738
  0.09573821 -0.04016069  0.00394225 -0.01249547 -0.04463295  0.04008368
 -0.0081699   0.09690663  0.11352323 -0.08753973  0.00040454  0.07117563
  0.05418577  0.10470925  0.05549243 -0.04259773  0.01309542  0.1306616
  0.03250668 -0.0275327 ]",both,0.3040726673369638,1.828447787091136,0.81
305.0,4.0,NA,"[ 0.07632262  0.01439868  0.08468083  0.07060637  0.0309045   0.0446307
 -0.06650652  0.06031531 -0.09897543 -0.10803889  0.09166365 -0.08481575
 -0.02512473  0.03776683 -0.00167968  0.08525708 -0.05260091 -0.07511013
 -0.05865732  0.03512486  0.10941393  0.08557771 -0.02638977  0.04662049
  0.06942637 -0.01883085  0.07140306 -0.02632362  0.04722131  0.05894026
  0.06092971 -0.0314384  -0.04075771  0.02182187 -0.03310405  0.06661731
  0.06010239  0.10977539  0.09478001 -0.07893518  0.03288103  0.05897471
  0.07823906  0.07369725  0.08936324 -0.02322653  0.05439983  0.13914008
  0.00699799  0.02331417]","[ 0.08388346  0.01847268  0.07185913  0.04696166  0.05186956  0.04880742
 -0.03106645  0.06644949 -0.07766409 -0.10780801  0.08179051 -0.0231435
 -0.03394927  0.06591042  0.01976701  0.07545531 -0.01395419 -0.08742505
 -0.0443372   0.04443122  0.12266299  0.07287491 -0.02072239  0.04947583
  0.0989264  -0.03574688  0.0761887  -0.03997769  0.05342977  0.06099635
  0.06122641 -0.01373145 -0.04534272  0.01807946 -0.03581081  0.03549481
  0.02429785  0.0823321   0.08095855 -0.04874482  0.00890869  0.05828495
  0.04310232  0.07574457  0.09584725 -0.08229445  0.03197538  0.11605971
  0.00977681  0.0030955 ]",both,0.15267877257857068,0.8216248927637935,0.946
306.0,1.0,LowIOS,"[ 0.0817797   0.04163576  0.09625439 -0.00050495 -0.01494075  0.06432732
  0.01942836  0.05984757 -0.06468582 -0.12036568  0.15415746 -0.09119376
 -0.01407551  0.05445636  0.03096461  0.12985918 -0.05079262 -0.11695319
 -0.02727582  0.03168767  0.09109679  0.1325157  -0.01253753  0.12032367
  0.05263116 -0.06550866  0.06154235 -0.03544812  0.06025737  0.10668943
  0.05933376  0.00544473  0.04842739 -0.00421125 -0.04509338  0.10364362
  0.04547207  0.0392695   0.08789839 -0.08402949  0.08489729  0.09725554
  0.01467832  0.1354816   0.04726893 -0.0375879   0.01316894  0.09177408
  0.04845627 -0.01096789]","[ 7.60971755e-02 -1.02368053e-02  1.07658088e-01  1.28250313e-03
  5.55094257e-02  5.94605133e-02 -4.58617881e-02 -6.69771899e-03
 -2.63691992e-02 -7.88959712e-02  1.29646257e-01 -9.34876725e-02
 -7.25665540e-02  3.84792350e-02  1.53508484e-02  1.12601839e-01
 -4.06032652e-02 -5.42886965e-02 -3.07567753e-02  7.12800175e-02
  6.36206120e-02  1.20233715e-01 -2.80025117e-02 -1.14274565e-02
  6.15742281e-02  2.09758133e-02  4.35887650e-02 -4.94689569e-02
  6.38482124e-02  4.54469472e-02  8.04986730e-02  6.57111668e-05
  5.43341562e-02 -1.52553869e-02 -3.87743488e-02  8.97179991e-02
  4.36734892e-02  1.42624766e-01  1.02138579e-01 -9.93516222e-02
 -8.72540381e-03  7.22624958e-02  3.49042155e-02  1.02957748e-01
  4.52052578e-02 -6.70720637e-02  1.49683775e-02  4.78819013e-02
  6.13511205e-02  3.93883549e-02]",both,0.2980851833301716,1.4972777816001326,0.823
308.0,1.0,LowIOS,"[ 0.11645122 -0.0567717   0.14479958 -0.04500626 -0.00289584  0.05864683
 -0.01599836  0.06838124 -0.04739231 -0.06687844  0.17580038 -0.07726085
  0.01985913  0.05180135  0.08348116  0.12227859 -0.06141624 -0.12536146
 -0.02178767 -0.00284274  0.11412894  0.11228388  0.02348663  0.00102175
  0.08751237 -0.02014571 -0.03200385 -0.09418335  0.01790464  0.01936365
  0.08266681 -0.02422375 -0.02710014  0.03767883 -0.06109286  0.0909545
 -0.00754584  0.12031875  0.0602287  -0.12122481  0.07617034  0.1648716
 -0.02264111  0.01362472  0.05107902 -0.05328269  0.02742676  0.08892433
  0.02189573 -0.06951764]","[ 0.02716153  0.06834592  0.08129913 -0.03207098  0.09973489  0.07109617
 -0.08445627 -0.00220072 -0.0451177   0.01428363  0.04499781 -0.07031201
 -0.07749958  0.02717133  0.01996569  0.05920457 -0.1706257  -0.04080952
  0.04339254  0.12774755  0.01095386  0.09563543 -0.02982287 -0.04555709
  0.04390527 -0.05911922  0.09499771 -0.02812023  0.0265945   0.08754874
  0.10183262 -0.0552077  -0.00189142  0.04180449  0.04696973  0.00908849
  0.07665944  0.0293491   0.13019896 -0.08757871 -0.00554119  0.07207654
  0.02561384  0.0200728   0.09722728 -0.05224844  0.0770474   0.09573208
 -0.02366903  0.15163255]",both,0.5385310659892121,3.1242327922955155,0.459
309.0,2.0,LowIOS,"[ 0.12806322 -0.0255354   0.13208593 -0.02050456 -0.0185507   0.09952358
 -0.10653708  0.07230894 -0.04273389 -0.1100172   0.10529053 -0.0794438
 -0.0044533   0.04123468 -0.04145591  0.05994672 -0.03805459 -0.08763165
 -0.04738879  0.05666651  0.12476296  0.07973745  0.05352003  0.0402865
  0.03776813  0.00264835  0.09373266  0.02030631  0.08026781  0.09854483
  0.08982963 -0.00487569 -0.06171097  0.02472096 -0.00248561  0.08277872
 -0.01285446  0.107844    0.10664151 -0.13867153 -0.01807325  0.07446772
  0.03467691  0.07436947  0.05219462 -0.0234763   0.07525037  0.15149751
  0.03422617 -0.03419373]","[ 0.09008605  0.02709354  0.05270262  0.007942    0.07453003  0.08114258
 -0.09061788  0.06797394 -0.03840932 -0.09819047  0.08393207 -0.06224156
 -0.05029741  0.05141475 -0.05588039 -0.01366634 -0.01098241 -0.03499381
 -0.13876604  0.02946462  0.09432457  0.11139847  0.04692244  0.05754617
  0.08698706 -0.09077967  0.06955327 -0.02869908  0.07628011  0.05806819
  0.01188054 -0.05955883 -0.01900864  0.00898588 -0.00539091  0.04286694
  0.07330143  0.10558873  0.10015106 -0.05188151 -0.03688777  0.10378911
  0.00835009  0.08166057  0.06914151  0.06821817 -0.00066345  0.10233282
  0.03402592  0.0449622 ]",both,0.33591316616148736,1.8838757427874953,0.778
310.0,2.0,LowIOS,"[ 0.10501982  0.02240301  0.08935615  0.03509546  0.04761177  0.06750768
 -0.04879224  0.06498101 -0.05155506 -0.10163569  0.10143729 -0.05762335
 -0.04495093  0.05936032  0.01980787  0.0805134  -0.07284415 -0.08479602
 -0.06512477  0.07192942  0.07976044  0.12574422 -0.03947109  0.01712565
  0.05914095 -0.03242769  0.0501163  -0.02847415  0.06394947  0.07092331
  0.03169703 -0.01600536  0.00774711  0.0103152  -0.02515194  0.04706089
  0.08282582  0.10117649  0.08866241 -0.0829433  -0.02203505  0.08900414
  0.04310776  0.05826771  0.06518529 -0.06173117  0.04999058  0.10753034
  0.00497626  0.02443496]","[ 0.04148326  0.04893875  0.0908168   0.05881006  0.06282815  0.08276523
 -0.0720846   0.00345423 -0.0870484  -0.08072126  0.0743191  -0.104413
 -0.07201532  0.04921862 -0.00275168  0.06289768 -0.06437038 -0.08508185
  0.01115565  0.01995083  0.07906678  0.10161508  0.01435089  0.04845706
  0.07569008 -0.02905864  0.06181273  0.00053213  0.06925028  0.082137
  0.06334138 -0.03967831 -0.00421289 -0.01693928 -0.0408434  -0.01931933
  0.04958642  0.09944694  0.05663216 -0.08592135 -0.02306028  0.07776456
  0.04578796  0.04195813  0.0692801  -0.05355664  0.03322301  0.13043207
  0.00563289 -0.00656362]",both,0.20576476250562659,1.1237969133071601,0.894
311.0,1.0,LowIOS,"[ 0.14952461  0.01678734  0.06597514 -0.03789729 -0.01498298  0.12556826
  0.03860471  0.0041455  -0.04835124 -0.11996146  0.12357578 -0.08673745
 -0.02019771  0.06509194 -0.09190289  0.02609648 -0.0262679  -0.09571264
 -0.12939179  0.06509759  0.08834382  0.08195696  0.03777377  0.04142016
  0.11931472 -0.12711106  0.08154657 -0.05898282  0.03325512  0.03502841
  0.01425218 -0.02753899 -0.05641541 -0.00145156 -0.0450183   0.09437751
 -0.02803129  0.1010313   0.06344777 -0.15729587 -0.01028854  0.13415873
  0.00947196  0.11465407  0.08867606 -0.0516838   0.05504942  0.09372228
  0.02833577  0.00028971]","[ 0.12718743 -0.00754045  0.07418311 -0.00451227  0.01409077  0.09575832
 -0.00466546  0.04256286 -0.13141373 -0.17222466  0.16637623 -0.0759105
  0.01014287  0.08457003 -0.05201318 -0.00245276 -0.02152313 -0.13255765
 -0.05430491  0.03895861  0.16629659  0.12479309  0.09843811  0.10004867
  0.08697312 -0.04852751  0.11105287 -0.03140578  0.10774048  0.06304483
  0.06086744 -0.08713209 -0.12248504  0.00474505 -0.07142023  0.14554146
 -0.02631123  0.1203694   0.10162642 -0.11872911  0.01830361  0.10041466
  0.1292591   0.10910469  0.01521492 -0.08348673  0.08759286  0.13390134
  0.09215347  0.01897614]",both,0.3273540085446998,1.9914549868553877,0.863
312.0,7.0,HighIOS,"[ 0.04460492  0.02422195  0.086124    0.02716476  0.04683796  0.10787198
 -0.0629958   0.06925724 -0.00608101 -0.09540497  0.07351354 -0.05374334
 -0.08254906  0.06889322  0.00151528  0.06362167 -0.02780689 -0.08679439
 -0.01751644  0.07899003  0.07151788  0.09367327 -0.07026126  0.02032432
  0.04528337 -0.02053993  0.06692208 -0.04059468  0.05188775  0.06661541
  0.07102394  0.02479584  0.02328976  0.02368804  0.00468255  0.00179704
  0.08359022  0.07595677  0.10350878 -0.04772774 -0.01238061  0.09610526
  0.03129173  0.09168549  0.09849583 -0.03432994  0.03514031  0.0528302
 -0.007724    0.07445829]","[ 0.07085674 -0.02863903  0.1615281   0.04432847 -0.01977472  0.07052021
 -0.00704098  0.04964539 -0.06440383 -0.1112868   0.10784283 -0.11320772
 -0.06996994  0.04879932 -0.0442005   0.12138846 -0.00167155 -0.07593919
 -0.02589591  0.07387039  0.09147128  0.09097584 -0.01594499  0.04552135
 -0.00205246 -0.0291828   0.06005025 -0.08219787  0.0846075   0.06431818
  0.07360467 -0.00036574  0.02975398 -0.03230648 -0.04287778  0.07582568
  0.11538079  0.15348126  0.12139101 -0.14903589  0.03950685  0.16898325
  0.03949486  0.03660123  0.02619212 -0.08161606  0.03052738  0.1376069
  0.04525539  0.00887639]",both,0.32445985232681834,1.9033792167901993,0.813
314.0,1.0,LowIOS,"[ 0.07598533 -0.04729402  0.15972418 -0.02976545 -0.06378489  0.0532531
  0.01485322  0.04451058 -0.06706551 -0.0741913   0.11947891 -0.03248665
  0.00088108  0.01452328 -0.0378133   0.08593187  0.05535755 -0.01571761
 -0.07702752  0.03657682  0.14693008  0.12190545  0.07313503  0.05040058
  0.0956848  -0.05030052  0.03428487  0.00554676  0.07082402  0.0087715
  0.1047754  -0.01301876  0.02779164  0.03797039 -0.07672198  0.08536005
  0.00846113  0.14137098  0.14387344 -0.15025423  0.02084697  0.14643389
  0.01107369  0.00411197  0.02673684 -0.06102671  0.02007423  0.10458054
  0.06246885 -0.07441851]","[ 0.11711954 -0.03698838  0.1661632  -0.03356384  0.05332571  0.03260227
 -0.05987766  0.03387479  0.00777614 -0.07978302  0.11376344 -0.08225096
 -0.0575154   0.07227845 -0.00365373  0.07718376  0.03780759 -0.08117269
 -0.02095189  0.02563082  0.06209716  0.08135946  0.04562296  0.04204502
  0.03627437 -0.03083789 -0.0210344  -0.02251944  0.05202262  0.08881684
  0.08551687 -0.01062229 -0.00612118 -0.01010564  0.02023933  0.04548468
  0.06763457  0.10835952  0.161122   -0.11460377  0.00681242  0.11773286
  0.03474618  0.06525431  0.0724485  -0.05612612  0.06416176  0.04980032
  0.07779271  0.01435788]",both,0.33368885940381654,1.9188514165580273,0.791
319.0,2.0,LowIOS,"[ 0.07830763  0.00662913  0.1046259   0.02532946  0.04455039  0.12212622
  0.00503361  0.04718273 -0.10758366 -0.15422262  0.14451298 -0.0619978
 -0.02323789  0.11643074 -0.02991217  0.07471533 -0.01556912 -0.11892448
 -0.10373471 -0.00358758  0.09281734  0.15508962  0.01877045  0.02802786
  0.0813386  -0.10459213  0.08815543 -0.01578968  0.10012545  0.06546873
  0.10565512 -0.03264812 -0.0608104   0.10203277  0.01537246  0.04781834
  0.0668875   0.11075081  0.10067321  0.01399183 -0.09322868  0.10512097
  0.00589006  0.12708057  0.07731871 -0.04030687  0.02118556  0.14084478
  0.02353443  0.01864881]","[ 0.1309859   0.04705222  0.04837232  0.06476743  0.07385035  0.08879847
 -0.05872049 -0.07802074  0.03350621 -0.17279957  0.10081891  0.08382156
 -0.00592113  0.16521053 -0.06196702 -0.0618771  -0.09034932 -0.06820673
 -0.07221655  0.02346979 -0.00704994  0.09070943  0.07750497  0.05355489
  0.07194104 -0.14220093 -0.0713026   0.02246576  0.15559733  0.10683531
  0.04021128 -0.11267579 -0.15225515 -0.0725278  -0.00129282  0.04149065
  0.0807244   0.0183273   0.06508303  0.01899731  0.00472621  0.06694636
  0.10135756  0.06479114 -0.03971756 -0.06328415  0.02090472  0.03416302
  0.04458015 -0.02224816]",both,0.5191821963833865,2.982574268244207,0.589
320.0,1.0,LowIOS,"[ 0.08361546 -0.04543388  0.12082797  0.01509921  0.01625495  0.08015688
 -0.09944345  0.03091818 -0.09461322 -0.11969782  0.13479103 -0.10550069
  0.01760259  0.01983705 -0.02879533  0.06394415 -0.0799473  -0.1184577
 -0.06689207  0.0232433   0.1349014   0.12278628  0.02313547  0.01329688
  0.06671077  0.01892633  0.16207075 -0.00371425  0.06427967  0.09344287
  0.1140653  -0.05289891 -0.09508099  0.03202064 -0.01758154  0.09825212
  0.04360261  0.12802863  0.05909956 -0.0822897   0.01298623  0.14989768
  0.06420662  0.09249574  0.07612855 -0.0416548   0.08332314  0.2099555
  0.06804577 -0.00759651]","[ 0.05614532 -0.02122345  0.05370838  0.00592145  0.04820259  0.07557829
 -0.06967723  0.02855929 -0.10689426 -0.04989844  0.12212386 -0.08006176
 -0.0548582   0.03937609  0.01235108  0.06668048 -0.05404316 -0.05434826
 -0.07548112  0.11150976  0.12302319  0.13818109 -0.03158109  0.02792792
  0.01724821 -0.03110908  0.07386288 -0.03586121  0.04132342  0.03950031
  0.06105493 -0.04939333 -0.04059478  0.06188591 -0.01506916  0.03516741
  0.08712488  0.14832209  0.03745101 -0.05864416  0.01448074  0.0680015
  0.04878287  0.10346401  0.13159181 -0.02765135  0.01916484  0.13654
 -0.03393152  0.07799885]",both,0.3256283489607518,1.8529098648577929,0.842
321.0,7.0,HighIOS,"[ 0.09414954  0.05533122  0.09690703  0.0407948   0.04812632  0.07392414
 -0.01183435  0.04172751 -0.07933104 -0.11131852  0.11217169  0.00951723
 -0.02644466  0.01261245 -0.02955963  0.04951842 -0.02527359 -0.01849732
 -0.1293943   0.07207694  0.07039706  0.10409461  0.02677644 -0.01701962
  0.08594799 -0.06716166  0.05093677 -0.06437274  0.1018322   0.03550055
  0.05957917 -0.05619803 -0.01097778  0.0259686  -0.00056947  0.102065
  0.05187646  0.12862976  0.08378714 -0.06958555 -0.01557865  0.08455962
 -0.02533135  0.08136132  0.06424578 -0.02812123 -0.01499597  0.08496087
  0.00535206 -0.0166462 ]","[ 0.01681392 -0.04673043  0.09994197  0.03694884  0.05482673  0.05632701
  0.00087852  0.12111754 -0.12438389 -0.09866808  0.06247887 -0.05470355
 -0.06981444  0.03957896 -0.01830085  0.07583833 -0.00670549 -0.0360597
 -0.04155929  0.05258281  0.09203152  0.11666463 -0.01968475  0.06970315
  0.02843899 -0.04306902  0.10029612 -0.05188484  0.10570677  0.09932159
  0.04967652 -0.04724596 -0.00954424 -0.04837291 -0.05463932  0.03127873
  0.11974149  0.1254691   0.15832089 -0.08253815 -0.0016409   0.10677495
  0.03642989  0.1225412   0.07047796 -0.0168984  -0.03911611  0.10112345
  0.02008271 -0.02625198]",both,0.31075441030822554,1.7033693017438054,0.804
322.0,5.0,HighIOS,"[ 0.1233825   0.0011773   0.12025755 -0.01085401  0.02705256 -0.01328663
 -0.06617598  0.00958215 -0.03624436 -0.07696475  0.101879   -0.12115359
 -0.06306379  0.09460133  0.02399979  0.09747993 -0.03131073 -0.11830692
 -0.07181304  0.08065214  0.06106807  0.08622895  0.01328458  0.04545858
  0.05285538 -0.02720871  0.02594458 -0.01217417  0.0340284   0.02488321
  0.04542747 -0.02610811 -0.00877417 -0.01639618 -0.00232509  0.02669736
  0.09514332  0.0856631   0.11477275 -0.12414485  0.03371454  0.12624727
  0.03514763  0.05220332  0.0919186  -0.03634244  0.08802421  0.09572081
  0.00993497 -0.00694856]","[ 0.12815559 -0.00511078  0.11429856  0.03985984  0.04252056  0.04674938
 -0.05825396  0.02639464 -0.10235944 -0.06862113  0.11108584 -0.08988991
 -0.02028093  0.08122166 -0.04969926  0.05872279 -0.04176418 -0.07036556
 -0.03894795 -0.01030427  0.10639005  0.07432004  0.06595151  0.03779748
 -0.0249568  -0.04720849  0.05752715 -0.01266082  0.07658594  0.10905814
  0.04038574  0.00509871 -0.0990283  -0.01042149 -0.00871036 -0.00689054
  0.04143292  0.1145251   0.11589883 -0.06658782 -0.08329257  0.1319134
  0.07900054  0.0835776   0.08948553 -0.04135844  0.01495941  0.11505613
  0.03480055 -0.00202594]",both,0.3079622287422035,1.649153245612979,0.804
324.0,2.0,LowIOS,"[ 0.21241736 -0.03769612  0.15200399 -0.00184315 -0.03280066  0.00515493
 -0.12362032  0.08814906 -0.12718715 -0.14480619  0.1521339  -0.02826349
  0.10615394  0.0410878  -0.1524724   0.06390298  0.00701843 -0.09313524
 -0.05799345 -0.02422931  0.19040024  0.02800415  0.01317829  0.02179951
  0.06476232 -0.02454464  0.03323643  0.04511673  0.10988878  0.09514833
  0.12910822 -0.00324998 -0.12631948 -0.01526516 -0.01356566  0.08585749
 -0.09715632  0.15003058  0.0510249  -0.07600873  0.07203198  0.09623668
 -0.0097718   0.02722437  0.10568397  0.03251146  0.00667673  0.21902084
  0.01853758 -0.09700519]","[ 0.08810769  0.05106855  0.11478879  0.01519198  0.08607636  0.05440614
 -0.023184    0.10165187 -0.13940738 -0.12550251  0.07242533 -0.03875824
 -0.05639724  0.16316704 -0.07872795  0.08806604 -0.04455154 -0.05638435
  0.00953552  0.02012546  0.08496762  0.22590216  0.00605439  0.05400037
  0.00766162 -0.03580906  0.08137673  0.02765159  0.13635044  0.11532688
  0.10120583 -0.00674297 -0.02152969 -0.0526343  -0.01641968  0.0388439
 -0.07229982  0.08529045  0.08077162 -0.07197564  0.07661132  0.08523999
  0.06343666  0.10876245  0.0881858  -0.05753285 -0.01337673  0.13787957
  0.02607478  0.0093377 ]",both,0.4849772854583065,2.616866240510717,0.704
325.0,2.0,LowIOS,"[ 0.10905445  0.05716037 -0.05411774 -0.07924217  0.14600322  0.04418326
 -0.16499317 -0.05584997  0.01458637 -0.14325686  0.06634796  0.10649628
 -0.07515408  0.16280046 -0.06439037 -0.08334658  0.00653837 -0.02298679
 -0.04230984  0.19144437  0.06798128  0.14363837  0.13582633  0.13003296
 -0.00554328 -0.1425916  -0.04211359 -0.01461386  0.19419387  0.05191247
  0.03590156 -0.04198289 -0.12417492 -0.09307981 -0.06324878  0.02388025
 -0.00876161  0.1451348   0.11910765 -0.07485646  0.03055091  0.08474884
  0.2328356   0.14812276 -0.10177762 -0.11897817 -0.03656748  0.11193767
  0.10291193 -0.04955866]","[ 0.13099957 -0.22374724  0.15267138 -0.09433313 -0.0240815   0.06892896
 -0.01843263  0.0151264  -0.15433969 -0.14993541  0.13492426 -0.01826791
 -0.03216757  0.13284047 -0.09312588  0.1820523   0.04176614 -0.06672952
 -0.0058117   0.00839508  0.09912705  0.00555497  0.05604401  0.02700535
  0.0523047  -0.01679641  0.04585084  0.02372572  0.09712071  0.13993125
  0.09562425  0.10449973  0.00934717 -0.09710244 -0.03881206  0.0686113
 -0.10394038  0.30860755  0.10401649 -0.07022969  0.00203009  0.16465336
  0.0796768   0.10506064  0.14182071  0.00076271 -0.00175435  0.25213996
  0.03441702 -0.06531658]",both,0.7970885217004364,4.4372632168233395,0.426
328.0,4.0,NA,"[ 0.08665351  0.02382071  0.08082306  0.05257043  0.00582932  0.00296625
 -0.05613023  0.05183078 -0.10017598 -0.12550296  0.12370726 -0.08241335
  0.03442269  0.02766295 -0.03358052  0.05236547 -0.00251869 -0.10352086
 -0.09688578  0.08272257  0.11475209  0.08843791  0.06711054  0.05805302
 -0.02144922 -0.03275446  0.12580495 -0.02461373  0.11636657  0.09400035
  0.04296461 -0.06727405 -0.09235968  0.01601927  0.01674535  0.11092395
  0.07098687  0.15614867  0.10892437 -0.11507352  0.05059788  0.07270514
 -0.02771332  0.14823547  0.05393598  0.02580291  0.05740789  0.12821345
  0.04428816 -0.00154565]","[ 0.08488133  0.0333636   0.09849287  0.01572028  0.08336603  0.1075642
 -0.02479157  0.02646899 -0.06424128 -0.06461497  0.13780034 -0.01470794
  0.01185315  0.06052557  0.00584448  0.07862154 -0.02220511 -0.1269497
 -0.01994739  0.00298218  0.12118752  0.05477013 -0.0464096   0.0049965
  0.1068036  -0.06580491  0.11683953 -0.05711517  0.0068949   0.09837263
  0.09678373 -0.03492029 -0.03149105  0.05966375 -0.01914538  0.06191861
 -0.00320976  0.09809151  0.10371156  0.03178981 -0.03839972  0.05913587
  0.01046571  0.05772234  0.07432459 -0.04592328  0.08648618  0.10631303
 -0.00477136  0.04338106]",both,0.40927892580045894,2.3557432666420937,0.699
329.0,2.0,LowIOS,"[ 0.11581028 -0.06518395  0.0432192  -0.05881501 -0.03030176  0.04724403
 -0.09373754  0.02530356 -0.04927701 -0.03506726  0.19906211 -0.09305235
  0.10409711  0.02400836 -0.11105593  0.09667783  0.03061439 -0.00511251
 -0.13298519  0.13061185  0.2038311  -0.03484317  0.10456499  0.16546582
  0.02898153  0.00988724  0.10623134  0.00323832  0.24162048  0.05159717
  0.00601837 -0.03019883 -0.13223633 -0.01784158 -0.1374432   0.16144359
 -0.13198963  0.06366765  0.0639841  -0.22115797  0.11914554  0.122756
  0.01976864  0.09405144  0.00350288 -0.01373879 -0.04412931  0.2614318
  0.1024937  -0.17368792]","[ 0.08948612  0.04729097  0.08068999 -0.02920983  0.05451958  0.02903798
 -0.15321156  0.01194771  0.01159895 -0.01014419  0.08234493 -0.0832886
 -0.06044883  0.07964683 -0.01048876 -0.05076231 -0.03941049 -0.08837819
 -0.06491856  0.12176281  0.06197786  0.12573107  0.05573878  0.07608722
  0.04520849 -0.00018676  0.0515487   0.01477634  0.09700365  0.02914342
  0.01554067 -0.00786359 -0.01348658 -0.03175256  0.01998579  0.10052421
  0.04358169  0.08750613  0.05865853 -0.09889811  0.02911393  0.0781747
  0.07551102  0.06284725  0.09623399 -0.0523982   0.07076564  0.05340427
  0.07150085  0.06815983]",both,0.6592507825637255,3.651209651492536,0.53
330.0,4.0,NA,"[ 0.09737457  0.02077326  0.10462295 -0.02382304 -0.03217216  0.04598412
  0.13465655  0.07951435 -0.13157131 -0.12514427  0.25862086 -0.15372515
  0.01287833  0.05616911 -0.04302553  0.08753326  0.04644562 -0.22600348
 -0.01927077 -0.00855109  0.13637519  0.15126888 -0.02477299  0.09764769
  0.06035772 -0.07081065  0.17142439 -0.01581758 -0.0023823   0.06465849
  0.11930554  0.02844287  0.01874019  0.0351315   0.00753715  0.14122562
 -0.06618651  0.1165999  -0.00031715 -0.08227934  0.0244716   0.17042163
  0.04244251  0.1115604   0.06417741 -0.08766923 -0.03238198  0.17639232
  0.1279243  -0.01029866]","[ 0.10374066  0.0075718   0.06106344  0.0300936   0.07506512  0.05653321
 -0.04305607  0.08642893 -0.0950843  -0.07944678  0.08000284 -0.04998652
 -0.0238187   0.02148874  0.00807487  0.07241898 -0.01921214 -0.02671424
 -0.09125634  0.03896745  0.15119302  0.1407623  -0.0287298   0.02972629
  0.03554498 -0.02426255  0.05498785 -0.07911707  0.03631313  0.09483413
  0.06679326 -0.04381466 -0.0246505   0.03457446  0.00383907  0.00040742
  0.11146018  0.14684522  0.13134837 -0.06329909 -0.06282689  0.13126326
  0.05181545  0.10320344  0.11755802 -0.01630489 -0.01369999  0.11688129
  0.01144547  0.04702026]",both,0.544782064289733,2.9159063168335706,0.643
333.0,3.0,LowIOS,"[ 0.05336696  0.01327198  0.12346241  0.00994514  0.00635731  0.0995028
 -0.00802229  0.02537376 -0.07769384 -0.10112888  0.10514304 -0.06669393
 -0.03913911  0.04492637  0.00152224  0.095973    0.00305635 -0.11047872
 -0.03193152  0.0531143   0.07226477  0.09742662 -0.00938771  0.01156626
  0.0697564  -0.04387133  0.00176085 -0.00740522  0.07317972  0.06445284
  0.05464898 -0.02997028 -0.03863378  0.03064144  0.00659351  0.07187267
 -0.00081027  0.08410504  0.04438797 -0.05781161  0.02901059  0.08265331
 -0.0038737   0.05858012  0.07008664 -0.07630102  0.05998959  0.05273278
  0.0274629  -0.0018199 ]","[ 0.05470858  0.00079683  0.11343428  0.03008453  0.05107286  0.08042331
 -0.06448215  0.05032614 -0.14339739 -0.1198341   0.08826318 -0.1107018
 -0.0329176   0.01407123 -0.05308214  0.05779333  0.02354094 -0.03035128
  0.05167537 -0.03434414  0.0906273   0.12656108  0.02321395  0.07373761
  0.02015011 -0.06066759  0.00905268 -0.03928091  0.09924371  0.08297094
  0.0417504  -0.02379879 -0.1027391   0.01561644 -0.00245976  0.05422843
  0.04105134  0.0939888   0.05737539 -0.0452857  -0.00896161  0.10206713
  0.03701385  0.06455303  0.12713784 -0.0653664  -0.00962918  0.15038355
  0.03457713 -0.05470781]",both,0.28779001779588065,1.630108863580972,0.817
