MID,IOS_score,IOS_group,word_vec_avg_self,word_vec_avg_target,_merge,euclidean_distance,manhattan_distance,cosine_similarity
498.0,7.0,HighIOS,"[ 0.10685685 -0.0537628   0.14596173 -0.03253143 -0.03011769  0.08314108
 -0.03876853  0.07291434 -0.02345856 -0.12198957  0.15122233 -0.01825404
  0.02091029  0.06014441 -0.08308546  0.0707327  -0.03420784 -0.16019404
 -0.08425594  0.04509911  0.07941718  0.04807451  0.05213856  0.02661934
  0.09871391 -0.0388306   0.16543981  0.0041613   0.10255635  0.1277224
  0.15747872 -0.06133348 -0.06863329  0.00500173  0.01848774  0.14062718
 -0.02072609  0.04762649  0.11691575 -0.12050166  0.01550051  0.08103918
  0.04223962  0.04722975  0.00107998 -0.03843102  0.07608765  0.15172651
  0.0800509  -0.02360144]","[ 0.08849857 -0.03481241  0.11042094 -0.02171646 -0.00668867  0.05868093
 -0.08396335  0.02557576 -0.04052916 -0.06690898  0.14300354 -0.0880001
  0.02605802  0.01436714 -0.01170111  0.05300657 -0.01873897 -0.19302376
 -0.01034405 -0.01942724  0.10218112  0.10906716  0.05133934  0.03421108
  0.09436407 -0.00746123  0.11831587  0.00023195  0.064358    0.11288538
  0.13177875  0.00416478 -0.05273439  0.00353787 -0.01913626  0.09930213
  0.04571581  0.07774675  0.07064038 -0.06425299  0.00909791  0.09357447
  0.01191262  0.04198926  0.09225302  0.0138897   0.00094001  0.16425708
  0.10432986  0.0060047 ]",both,0.2861401997025308,1.6590895217377692,0.877
499.0,6.0,HighIOS,"[ 0.0582303  -0.05012167  0.14759967 -0.00855301  0.02816056  0.09520786
 -0.10498295  0.04363766 -0.05150344 -0.0571101   0.127498   -0.09646595
 -0.05398346  0.06119454 -0.0005718   0.09069696 -0.04714184 -0.14397877
 -0.06282879  0.02704702  0.11879396  0.04534924  0.02341067 -0.0180143
  0.13109697  0.01443424  0.13619833 -0.01266144  0.08354176  0.01859833
  0.10644552 -0.00448075 -0.02677454 -0.01204897 -0.03107899  0.06713694
 -0.00182887  0.12306856  0.10213535 -0.09831512  0.0088945   0.08289753
  0.07525715  0.06087413  0.01159525 -0.04470231  0.09982052  0.13267148
 -0.00068728 -0.03250634]","[ 0.0730699   0.0177382   0.10481511  0.05662614  0.05115287  0.08190803
 -0.09744883 -0.0070005  -0.08909031 -0.07232942  0.10706612 -0.04283288
 -0.05113688  0.0475146   0.05700678  0.06041519 -0.06746029 -0.11813385
 -0.03659197  0.03836203  0.09447756  0.09589823 -0.01638394 -0.03416319
  0.08749464 -0.01463319  0.10954282 -0.04491416  0.03720952  0.05939949
  0.06797251  0.01993482 -0.02456211 -0.00400012 -0.00723112  0.0335292
 -0.01071371  0.14287287  0.11035337 -0.04247613 -0.00590392  0.0409237
  0.04201649  0.09433266  0.07525992 -0.03971949  0.09238034  0.10965195
  0.01941648 -0.00014379]",both,0.2379360959763135,1.4480176782235503,0.895
503.0,5.0,HighIOS,"[ 0.0916944   0.05682816  0.11636351  0.01698537  0.04810447  0.09057833
 -0.03700994  0.05754001 -0.10386809 -0.09033657  0.08057053 -0.08266144
 -0.04487844  0.03972185 -0.04298557  0.08251696 -0.07297407 -0.07833491
 -0.01835177  0.05626867  0.08414376  0.08424065 -0.04900862 -0.00800106
 -0.00998656 -0.03476379  0.06519739 -0.04164509  0.02755569  0.09292351
  0.06272195 -0.05511692 -0.02267241 -0.04940434  0.00676452 -0.02987278
  0.07289974  0.05683107  0.13006102 -0.11003799  0.00396508  0.08755748
  0.08476534  0.0741942   0.08320151 -0.06113494  0.08889487  0.09917497
  0.0097307   0.05483748]","[ 0.14734161  0.07372236  0.12604184  0.00463346  0.08676245  0.06460744
  0.01992095 -0.00686358 -0.08809047 -0.14640431  0.1565971  -0.01835134
  0.00726064  0.1301544  -0.0158337   0.03281857 -0.07400752 -0.10498935
 -0.04740682 -0.03681798  0.05529718  0.06441319 -0.03229183  0.00911404
  0.13817804 -0.02816356  0.10221758  0.02552628  0.09167153  0.09685632
  0.14304984 -0.01968351 -0.02725677  0.03854415  0.024745    0.09624844
  0.00472106  0.03991102  0.00099614  0.00082959 -0.04348929  0.0764349
 -0.00572195  0.11176863  0.01165127 -0.04677618 -0.03344877  0.15293296
 -0.02934792 -0.05519866]",both,0.44608705140838795,2.5466705542057753,0.623
504.0,6.0,HighIOS,"[ 0.09875416 -0.0066482   0.1309416   0.01565455  0.01596459  0.09255347
  0.00377052  0.0720204  -0.07685464 -0.09952075  0.1027768  -0.06630158
 -0.068678    0.05242721 -0.02913799  0.02819433 -0.00801237 -0.07878675
 -0.10240232 -0.01390683  0.10147614  0.11546425  0.0160855   0.05974958
  0.02023199 -0.02413621  0.10233738  0.00646021  0.08705322  0.08271825
  0.10927047 -0.06766079 -0.06470855  0.01792654 -0.02533098  0.08301457
  0.04315767  0.09611943  0.08618748 -0.12507552  0.03462231  0.0443063
  0.00889414  0.07682495  0.06859066 -0.03046683  0.03164098  0.12310818
  0.0532762  -0.02469306]","[ 0.06999922 -0.00673023  0.14592971 -0.0011492  -0.03211457  0.0851334
 -0.02271471  0.08791813 -0.06705552 -0.07602432  0.11142955 -0.07224727
 -0.03847415  0.044872   -0.02476177  0.09116524 -0.00273207 -0.08944656
 -0.09360947  0.03723422  0.10210057  0.10650694  0.04479527  0.04903763
  0.04794871 -0.02792564  0.13132651 -0.02843972  0.09402198  0.04991728
  0.12856407 -0.01680727  0.00330665  0.02992579 -0.02328704  0.11566518
  0.05090768  0.11769795  0.08710539 -0.10411725  0.00716883  0.12068317
  0.05770291  0.09088057  0.06999234 -0.05731418  0.00676266  0.16059887
  0.05802485  0.00773299]",both,0.20233331828506546,1.1021019122563303,0.925
506.0,2.0,LowIOS,"[ 0.03391309 -0.00089007  0.10772522  0.03793925  0.01823855  0.10211454
 -0.03184039  0.05866394 -0.08238906 -0.10560267  0.13101575 -0.08873361
 -0.05341687  0.06545876  0.02302059  0.1142472  -0.06817842 -0.12371302
 -0.02620772  0.04351763  0.11562519  0.15711801 -0.02949069  0.00279563
  0.07804583 -0.0439495   0.07989196 -0.03528254  0.0451853   0.06679911
  0.11093288 -0.01566469 -0.05742631  0.06630632 -0.04170943  0.09305419
  0.06600373  0.15130994  0.06731492 -0.05154784 -0.00598697  0.0869935
  0.02409544  0.08083121  0.08201988 -0.03196543  0.07219539  0.10875367
 -0.00777681  0.04490039]","[ 0.06027282  0.0044023   0.08739537  0.01591407  0.05095726  0.0429198
 -0.05016591  0.10016385 -0.04622334 -0.06362761  0.11051305 -0.0896785
 -0.00463742  0.08180053 -0.02937524  0.08353712  0.0282525  -0.0890979
 -0.0174065   0.05859473  0.07360715  0.12442513  0.02398233  0.05825425
  0.0185834  -0.0695212   0.02283289 -0.0478917   0.06540646  0.05224822
  0.03781584 -0.00851093 -0.04247369  0.00697233 -0.01453589  0.05140962
  0.03447513  0.05428118  0.09242305 -0.08526764  0.0508318   0.12821518
  0.0236572   0.0712929   0.08179101 -0.04602977  0.03275409  0.07618839
  0.02756165 -0.05242576]",both,0.2970189665161742,1.7393450667150319,0.831
507.0,7.0,HighIOS,"[ 0.07347083  0.00207432  0.11310145  0.06468251  0.04906913  0.06921008
 -0.03034345  0.03494114 -0.07543769 -0.09371137  0.11246483 -0.09586281
 -0.01591486  0.06309616  0.01528035  0.07029579 -0.021427   -0.09320879
 -0.0370753   0.0541275   0.06399088  0.0671941   0.00993591  0.04589624
  0.05516079 -0.00053733  0.06397068 -0.02468715  0.03667621  0.03461978
  0.06075746 -0.01468169 -0.03292413 -0.00911412 -0.04146449  0.04859523
  0.05275027  0.09638283  0.05706542 -0.07251462  0.02786029  0.08082055
  0.03735551  0.09499267  0.06689256 -0.03163841  0.03146608  0.08958616
  0.0338623   0.03114069]","[ 0.09683201 -0.03525367  0.11639193  0.05001563  0.04482485  0.03947945
 -0.07491191 -0.04457653 -0.06698638 -0.10101917  0.07468084 -0.12775129
 -0.03294022  0.05085444 -0.05422463  0.10645038 -0.06677483 -0.0665665
 -0.03426602  0.02196648  0.09176384  0.07994822  0.00559717  0.03253214
  0.09059159  0.0214875   0.05657789 -0.00785908  0.06054275  0.08628359
  0.10463117 -0.00830683 -0.01351937 -0.01953771 -0.0387253   0.04820787
  0.06214669  0.13257426  0.11039124 -0.07284734 -0.00182449  0.08720844
  0.08762802  0.09432337  0.0649112  -0.00018925  0.02566744  0.1092937
  0.01314999 -0.0074286 ]",both,0.21038554213822142,1.1671456648036838,0.903
513.0,1.0,LowIOS,"[ 0.10613912 -0.01853543  0.09609286 -0.00102643  0.05178867  0.05006738
  0.00611002  0.08314738 -0.09882636 -0.1282486   0.12856914 -0.11233654
 -0.05272887  0.09223361 -0.05769035  0.13322343  0.00497628 -0.01659223
 -0.04623996  0.04001557  0.09947519  0.23825932  0.00654885  0.12673117
 -0.02259026 -0.05786289  0.0253391  -0.02438689  0.14387996  0.081427
  0.07058641 -0.00247241 -0.05214087 -0.03713793 -0.05555643  0.10584045
  0.01202648  0.12989126  0.16157292 -0.11501992  0.12880228  0.14742409
  0.05254522  0.14278997  0.1062927  -0.06042486 -0.02964491  0.13796708
  0.04699857 -0.00670849]","[ 0.09282426  0.01755759  0.06437836  0.03599032  0.05616046  0.06701105
 -0.03586245  0.06802761 -0.04026334 -0.06397756  0.1282999  -0.03532179
 -0.05413402  0.14923033 -0.01040463  0.02765477  0.01143804 -0.06791966
 -0.00983239  0.03520176  0.04753762  0.11240055  0.03082593  0.05666628
  0.01084086 -0.0889392   0.07983025  0.00037073  0.08545547  0.08688778
  0.07466543  0.00818447  0.01358612 -0.00064735 -0.03174179  0.07267443
 -0.00649512  0.05006408  0.05589132 -0.08107023  0.0883626   0.06370984
  0.05854666  0.06004198  0.02425523  0.00304754 -0.0068104   0.12827542
  0.05739519 -0.02144378]",both,0.35659141206185496,2.0146970110945404,0.85
514.0,6.0,HighIOS,"[ 0.23556745 -0.07274469 -0.05452492 -0.03155864  0.06914175 -0.09186098
 -0.06834859  0.03355039  0.01884163 -0.2181989   0.11600246  0.00876497
  0.12752947  0.14018372 -0.156975   -0.00496119  0.06274392 -0.21871391
 -0.16629675  0.004608    0.22567251  0.10970204  0.0854632   0.01933888
 -0.00104951  0.0512899   0.16200483  0.10218018  0.04413357  0.08760966
  0.01415979  0.17770657 -0.05313573 -0.05600195 -0.04285326  0.07087814
 -0.1995484   0.02980235  0.12704644 -0.08022221 -0.01184167  0.03608334
 -0.06007432  0.20477709  0.03843167  0.01129225 -0.00839545  0.22029532
  0.16885929 -0.17857467]","[ 0.08493544  0.03497349  0.12595353 -0.03865238  0.00705714  0.06621357
  0.02046187  0.11457889 -0.02706436 -0.11954518  0.09169131  0.03490955
  0.05538664  0.04204701 -0.14104505  0.05052582  0.09017335 -0.11375596
 -0.06751681  0.01928649  0.05239242  0.0451063  -0.00920509  0.09872211
  0.08618426 -0.07175296  0.04213881  0.04759038  0.1593482   0.11708491
  0.10765065 -0.02129021 -0.09438902 -0.01644849  0.00801295  0.09097342
 -0.05108154  0.01895699  0.05255919 -0.07478964  0.06297369  0.03978608
 -0.01425757  0.06642449  0.09711982 -0.01958214 -0.0379401   0.13467632
  0.02205577 -0.041117  ]",both,0.6551121441953212,3.89499070122838,0.601
516.0,1.0,LowIOS,"[ 0.09808146 -0.01578129  0.09565061 -0.00714785 -0.02931904  0.09764814
 -0.03420224  0.03551523  0.02324079 -0.06192379  0.1182972  -0.10452628
 -0.02094615  0.03929557  0.07681892  0.10504865 -0.03292616 -0.10169109
 -0.03498779  0.07076662  0.04847465  0.08326373 -0.04990588  0.03654852
  0.03193813 -0.08124068 -0.08389785 -0.01885982  0.01760781  0.00483656
  0.03580955  0.02696098  0.00900794  0.04892852 -0.00056828 -0.01490162
  0.10212153  0.08841103  0.08826932 -0.12391313 -0.04835054  0.12196892
  0.05051738  0.01561285  0.06499485 -0.01785523  0.05572515  0.0150186
  0.04468465  0.03646455]","[ 0.12801445 -0.04435519  0.10639734 -0.03632146 -0.04654032  0.06329968
 -0.02266279  0.00217321  0.01248065 -0.14619982  0.16173464 -0.12888646
 -0.02112748  0.05923096  0.03813152  0.12692265 -0.03216724 -0.11643377
 -0.05906413  0.1238077   0.12985328  0.19377428 -0.00500982  0.04320734
 -0.00890069 -0.03455094  0.02003291 -0.11049284  0.11760902  0.10904875
  0.12716758  0.01357696  0.01878567  0.05617477 -0.0285541   0.06213907
  0.00940461  0.14686769  0.09895642 -0.14051145  0.04387829  0.11940237
 -0.01540833  0.0524423  -0.00808413 -0.07455355  0.04257663  0.12025873
  0.07449904  0.00051231]",both,0.3871427674178336,2.178493844345212,0.776
518.0,2.0,LowIOS,"[ 0.05571263  0.01810364  0.14125665  0.02866359  0.05802835  0.09448228
 -0.02883545  0.00952863 -0.07992891 -0.11751339  0.13997628 -0.09429181
 -0.09676821  0.07153498  0.01933351  0.05991839 -0.04609327 -0.08524384
 -0.01131069  0.07624368  0.05940237  0.13223068  0.05732231 -0.00184557
  0.05435467 -0.01192624  0.10273034 -0.00566901  0.06382252  0.05179119
  0.05406031 -0.07547784 -0.00171983  0.00060884  0.03315118  0.03413058
  0.03041982  0.07634777  0.06097627 -0.11803308  0.02016358  0.14073251
  0.02452523  0.08549829  0.03610474 -0.05972192  0.05642906  0.1376107
  0.0191392   0.00113207]","[ 0.06207379  0.01725751  0.10116629  0.0154168   0.07536469  0.05273624
 -0.06361699  0.00894334 -0.07390495 -0.09997372  0.13166693 -0.04632341
 -0.08873102  0.05424482 -0.01802947  0.09113786 -0.04087916 -0.06289647
 -0.06226138  0.07979267  0.05644723  0.12463626  0.06847194  0.02490347
  0.03374496 -0.04050446  0.08040835  0.01344526  0.08373707  0.0573048
  0.07430612 -0.04347165  0.0009325  -0.00468299 -0.00828582  0.03665923
  0.02085886  0.08989839  0.10248566 -0.10556007  0.03120153  0.12312099
  0.03350724  0.10101266  0.05692332 -0.05099289  0.04843725  0.1192862
  0.01111845 -0.00077739]",both,0.1554859922855523,0.875502337468788,0.952
521.0,3.0,LowIOS,"[ 0.06334174  0.01501699  0.07527578  0.00483585  0.04679627  0.06022688
 -0.03959769  0.07652614 -0.05161511 -0.0796353   0.08666369 -0.10821181
 -0.05741476  0.05466864 -0.01546745  0.07441069 -0.04866451 -0.05728848
 -0.05150719  0.08996378  0.10875987  0.09356402 -0.00247514  0.059328
  0.02135986 -0.02541667  0.04797991 -0.05531603  0.04507966  0.05643598
  0.05334199 -0.03445137 -0.02003017 -0.01441762 -0.02579265  0.06443723
  0.04658345  0.09596695  0.08167963 -0.13577875  0.01813408  0.08703078
  0.06808695  0.07963265  0.04449916 -0.04910003  0.04300091  0.12772664
  0.04657616 -0.00736907]","[ 0.01241184 -0.07940207  0.03324039 -0.02977619  0.01469105  0.0496179
 -0.06057668 -0.08271364 -0.04061652 -0.07660413  0.14626917 -0.05564037
 -0.01849314  0.02819554  0.02492476  0.09358966 -0.06435519 -0.10104377
 -0.02541398  0.05454091  0.00062957  0.07632669 -0.03611308 -0.04379017
  0.03975067 -0.0007795   0.09575739 -0.04314159  0.02784998  0.01828899
  0.04227261  0.03554285  0.02898686 -0.00229852 -0.00695735  0.04905635
  0.06898952  0.1609561   0.07806706 -0.09012315  0.04153794  0.10410406
  0.03100861  0.1566194   0.00984567 -0.00387062  0.03490312  0.04977695
  0.03394135  0.05077332]",both,0.34800886179367335,1.9418733976781368,0.703
522.0,5.0,HighIOS,"[ 0.0350596  -0.18389855 -0.02965363 -0.09265652 -0.24315548  0.10710912
 -0.09875443 -0.07034301  0.02899925  0.09706528  0.07200766  0.06740125
  0.0399579   0.01380192 -0.0883633   0.23346895  0.17874527  0.04852096
 -0.1811148   0.15240271  0.17900549  0.0598098  -0.04689958  0.2552187
 -0.12585056  0.08157518  0.07138607  0.100264    0.16529024  0.00458851
  0.10682103  0.1746178   0.02404298  0.18438663 -0.20873062  0.11521182
 -0.21955766  0.13235047  0.12877698 -0.2635525   0.05642954  0.04172365
 -0.18478708  0.02512643  0.06836031  0.07358741 -0.17972426  0.21805795
  0.29707775 -0.15760821]","[ 0.0350596  -0.18389855 -0.02965363 -0.09265652 -0.24315548  0.10710912
 -0.09875443 -0.07034301  0.02899925  0.09706528  0.07200766  0.06740125
  0.0399579   0.01380192 -0.0883633   0.23346895  0.17874527  0.04852096
 -0.1811148   0.15240271  0.17900549  0.0598098  -0.04689958  0.2552187
 -0.12585056  0.08157518  0.07138607  0.100264    0.16529024  0.00458851
  0.10682103  0.1746178   0.02404298  0.18438663 -0.20873062  0.11521182
 -0.21955766  0.13235047  0.12877698 -0.2635525   0.05642954  0.04172365
 -0.18478708  0.02512643  0.06836031  0.07358741 -0.17972426  0.21805795
  0.29707775 -0.15760821]",both,0.0,0.0,1.0
523.0,5.0,HighIOS,"[ 0.08513446  0.0410282   0.14061838  0.03577955 -0.01695477  0.04932566
 -0.06285447  0.05180154 -0.02726321 -0.09161626  0.12043733 -0.07147519
 -0.04127935  0.0209925   0.0332894   0.09240259 -0.01338945 -0.06882546
 -0.03784693  0.09365436  0.03432572  0.11360611 -0.02024683  0.0042528
  0.0775678  -0.04962948  0.01331872 -0.06223091  0.04086213 -0.00406923
  0.12968193 -0.00533397  0.04296771 -0.00296805 -0.0561639   0.08779183
  0.10298114  0.16207747  0.11002618 -0.10397864  0.00043303  0.10197721
  0.03756558  0.02804206  0.04761066 -0.11763033  0.10216694  0.06129323
  0.0766407   0.03175626]","[-0.07632818  0.0640247   0.2892326   0.1638294   0.02879062  0.13806239
 -0.06475528  0.05314557 -0.06941842 -0.18939483  0.15240666  0.03305444
 -0.02959872 -0.0979483   0.0037474   0.03926542 -0.0752247  -0.13857722
 -0.10222869  0.12630178 -0.00671797  0.1524252  -0.0004714  -0.129481
  0.20782495 -0.05372015  0.10481634 -0.08317041  0.1710362   0.01220587
  0.1583688  -0.08026424 -0.01295219  0.05746472  0.07025514  0.22269236
 -0.00411513  0.06988973  0.32917148 -0.02111596 -0.08234467  0.02373795
 -0.12454234  0.07641257 -0.02818567 -0.1556294   0.1668518  -0.05940343
  0.00765558 -0.06232605]",both,0.6309440188769888,3.7601269092410803,0.659
524.0,5.0,HighIOS,"[ 0.06553626 -0.0065456   0.12733115  0.00614758  0.0350729   0.05597669
 -0.07144364  0.14843823 -0.00626283 -0.11605462  0.09492757 -0.08074189
 -0.09983164  0.05796875  0.0009904   0.04246445 -0.03100801 -0.08204046
 -0.13189535  0.07792556  0.09445981  0.10881519 -0.02328355  0.06455142
  0.07239949 -0.05410995  0.082835   -0.06522448  0.09188581  0.10500654
  0.05476352 -0.01140371 -0.03554277  0.06596217  0.07266169  0.08333171
  0.06832581  0.13775776  0.14057596 -0.06719767 -0.01114205  0.0810454
  0.03904463  0.12382524  0.08582356  0.02181088  0.06546414  0.12352224
  0.0314097   0.09753963]","[ 1.3167931e-01  1.8548593e-02  1.0369522e-01 -1.6895683e-02
  1.3814327e-02 -2.9426799e-03 -1.4097027e-02  6.7666478e-02
 -6.1648261e-02 -1.0941748e-01  1.8790278e-01 -1.1001417e-01
 -3.9357287e-03  7.6834790e-02  1.1634476e-02  1.0036802e-01
 -3.8938321e-02 -1.2825742e-01 -5.3829312e-02  6.3285917e-02
  6.2556125e-02  8.8432603e-02 -1.1420417e-02  7.5776160e-02
  4.8239969e-02 -6.1546877e-02 -1.0931319e-02 -8.3516002e-02
  5.4491624e-02  4.8290659e-02  1.7698921e-02  1.4108351e-04
  2.7758997e-02 -1.7861906e-02 -4.7380671e-02  9.0226963e-02
  6.3871525e-02  6.2293064e-02  9.9221021e-02 -1.0498819e-01
  6.0935873e-03  1.3390400e-01  2.9063495e-02  1.0101817e-01
  2.5654506e-02 -2.2718646e-02  6.2076297e-02  5.5559445e-02
  4.3183841e-02 -5.9033427e-03]",both,0.3615033085777071,2.059669923968613,0.778
528.0,3.0,LowIOS,"[ 0.04652798  0.02274802  0.08285812  0.02503188  0.04988762  0.07137626
 -0.08977216  0.07084303 -0.00997036 -0.06933996  0.08827534 -0.06714863
 -0.02947424  0.07240997 -0.00267074  0.05671398 -0.00195043 -0.07328829
 -0.0245135   0.01940227  0.09545898  0.06713734 -0.02757632  0.05016199
  0.06787463 -0.01980909  0.03955755 -0.02285056  0.05699658  0.06628065
  0.02870022 -0.03127189 -0.00593777  0.01306649  0.00868015  0.02179353
  0.04982717  0.11277935  0.0453513  -0.0286395   0.00844995  0.07181525
  0.01928577  0.07341197  0.0883808   0.03372028  0.04484164  0.09058253
  0.03213811  0.02428511]","[ 0.05398319  0.01615688  0.12432138  0.03045365  0.045998    0.09777196
 -0.05560989  0.04969653 -0.05362213 -0.08360042  0.09021305 -0.07560796
 -0.02893998  0.04738482  0.00417685  0.05097245 -0.0420758  -0.08442277
 -0.03429673  0.05056798  0.09664672  0.10146929  0.03842835  0.04553575
  0.08159998 -0.0230008   0.06492618 -0.0417777   0.08177689  0.05062507
  0.0556135  -0.03348696 -0.02479924  0.01028021 -0.00659215  0.04499553
  0.07857294  0.09120525  0.07708491 -0.05595917 -0.00206109  0.08229816
  0.01205286  0.06175374  0.04963514 -0.0090513   0.07118616  0.09488574
  0.03897226  0.00957499]",both,0.16464296777348944,0.9252092307433486,0.925
529.0,2.0,LowIOS,"[ 0.05962342  0.01110286  0.08689785  0.02485053  0.03879961  0.05982606
 -0.04471671  0.03802078 -0.03385613 -0.10908554  0.12987706 -0.06670253
 -0.06729881  0.08820672 -0.02558952  0.08835074 -0.02272337 -0.10227193
 -0.03083613  0.01900711  0.07721791  0.12257765  0.04852445  0.02233146
  0.04521857 -0.01933924  0.08080322 -0.0103682   0.05851322  0.05271545
  0.05705988 -0.01527481 -0.00653838  0.00662372  0.0025932   0.05687744
  0.04456753  0.1117377   0.05566502 -0.0971925   0.04266101  0.13576902
  0.03907589  0.12172684  0.06371495  0.00272071  0.06518405  0.14576276
  0.02209275 -0.01758799]","[ 0.0810364  -0.01921332  0.11092754  0.02402961  0.0497834   0.1218614
 -0.11806897 -0.00225075 -0.11300588 -0.07370685  0.10357288 -0.04400309
 -0.00910746  0.04060471 -0.05690466  0.01915803  0.02126862 -0.14197384
 -0.06443173  0.0070776   0.13594204  0.13330562  0.02048389  0.0208326
  0.12531963 -0.02535279  0.15218206  0.05117755  0.07494275  0.1120628
  0.13719994  0.03859514 -0.05036768  0.08037388 -0.05001669  0.09964301
 -0.04293315  0.11809062  0.02745383 -0.03012069 -0.00887249  0.11505122
  0.01482642  0.08944128  0.12357564 -0.04145182  0.02899604  0.19791497
  0.02250948 -0.04563984]",both,0.33267346252196867,2.0418125111609697,0.828
531.0,4.0,NA,"[ 0.05862781  0.02252463 -0.01266928 -0.09188019  0.09646925  0.10924217
 -0.061518    0.00705438 -0.05134677 -0.04207997  0.08389523 -0.06458509
 -0.01242624 -0.0373079   0.02353445  0.06120086 -0.18730968 -0.04382986
 -0.03607348  0.14737321  0.01233426  0.1018179   0.05705379 -0.05273518
  0.01818253 -0.0975128   0.09587411 -0.12154337 -0.02197718 -0.00198295
  0.08582299 -0.05705367 -0.02791694  0.08333737  0.0344092   0.05777969
  0.12105929  0.13059442  0.15765978 -0.13310915 -0.04744146  0.1563981
  0.01620213  0.05130573  0.04016855 -0.02164028  0.13309596  0.01968427
 -0.01974792  0.10123622]","[ 0.02659942  0.03977464  0.00997309 -0.05486852  0.10613094  0.10289786
 -0.06595644  0.01155312 -0.08248311 -0.06159587  0.07224558 -0.07565741
 -0.05890993 -0.02057453  0.02327658  0.05564548 -0.15840082 -0.03682153
 -0.05749489  0.13726473  0.0269466   0.11973906  0.06659184 -0.05051534
  0.0140191  -0.07899509  0.10778425 -0.0915668   0.01733272 -0.01087007
  0.09982532 -0.06340259 -0.01537935  0.07261491  0.02406189  0.05317431
  0.13118373  0.1102269   0.12730949 -0.13422202 -0.031461    0.1499808
  0.0355934   0.04837203  0.05166744 -0.00777267  0.11596649  0.05616801
 -0.03210789  0.10554988]",both,0.13205798712314887,0.7616786621510983,0.973
533.0,1.0,LowIOS,"[ 1.38058767e-01 -5.93974479e-02  1.04648121e-01 -2.99278926e-02
 -1.20191731e-01  1.46056220e-04  1.52243614e-01  6.31573275e-02
 -8.40037689e-02 -1.07129417e-01 -3.37824523e-02  7.29050720e-03
  1.59447361e-02  1.28942236e-04 -1.13983296e-01 -3.49947326e-02
  1.07356571e-01  2.17565405e-03 -2.89071049e-03 -8.08374062e-02
  1.48679867e-01  3.84982862e-02 -4.28220779e-02 -2.39947531e-02
  1.72118116e-02 -1.09906375e-01 -1.26923965e-02  1.42888760e-03
  1.48184821e-01  2.16844037e-01  8.83195028e-02 -9.51862708e-02
 -1.39517307e-01  7.82309398e-02  4.32173200e-02  9.10526812e-02
  5.57563938e-02  1.10260673e-01  1.37851313e-01 -7.72609487e-02
  1.33929938e-01  9.19301286e-02  1.29163414e-02  3.11659630e-02
  1.37358531e-01  9.91041958e-03  1.63776111e-02  6.86255172e-02
  4.44723666e-02 -4.13332321e-02]","[ 0.03666078  0.00254251  0.03811114  0.06173259  0.01495088  0.10189363
  0.00106563 -0.07186441 -0.10417221 -0.0228036   0.05662493 -0.00018607
 -0.01123093  0.09491045 -0.02743166  0.01585554  0.03495451 -0.04162225
  0.07727264 -0.04735126  0.09117454  0.03103761 -0.08643164  0.01336771
  0.09449764 -0.01344527  0.05650068  0.07704359 -0.02194767  0.14644769
  0.0278902   0.00305213 -0.07025427  0.04308104 -0.04556397 -0.03378015
  0.03315334  0.02335792 -0.02161402 -0.01312489  0.06016993  0.05676921
  0.06705444  0.05627971  0.1052188   0.03637268 -0.00139562  0.12418437
  0.00826061 -0.07641207]",both,0.5581837117277897,3.4424330820329487,0.478
536.0,6.0,HighIOS,"[ 0.06038252 -0.00947297  0.01426338 -0.05453113 -0.01478683  0.09405373
 -0.02841399  0.05347816 -0.09881888 -0.06494795  0.11731104 -0.04146248
  0.03135672  0.01908733 -0.03563831  0.11017372  0.04538486  0.01278869
 -0.12931615  0.09850019  0.17723525  0.04556536 -0.04036869  0.09865041
 -0.00028139 -0.09142338  0.10053027  0.01374542  0.0983935   0.10688353
  0.04011289 -0.00947369 -0.03135873  0.0304392  -0.03423213  0.07086284
  0.00455213  0.13074619  0.15457866 -0.2220501   0.05524659  0.12442449
  0.11281697  0.09377825  0.03917629 -0.03905874 -0.00367483  0.18144313
  0.08017021 -0.04213546]","[ 0.07890156  0.01552057  0.09771367 -0.04299616  0.03594364  0.0319403
 -0.02657319  0.02974784 -0.11962019 -0.11025202  0.14037146 -0.08659003
 -0.0312728   0.07076506 -0.05841584  0.04029605 -0.00587907 -0.11101598
 -0.05514878  0.07109623  0.10660847  0.09420547  0.09603766  0.11418029
 -0.03389663 -0.04813899  0.1226081  -0.00750304  0.08581927  0.07274306
  0.05480114 -0.05554803 -0.09019074 -0.01216616  0.01004696  0.05926473
 -0.01924366  0.07980862  0.11225792 -0.17156002  0.05248735  0.10325206
  0.1153623   0.12105796  0.01314498 -0.0464307   0.01447731  0.1886222
  0.05959755 -0.02820248]",both,0.3285340535817866,1.8655705098062754,0.845
